,Loss,Correct,Accuracy
0,618.7585260868073,21253.0,0.42506
1,413.99491024017334,31079.0,0.62158
2,318.5435873270035,35622.0,0.71244
3,268.91945576667786,38063.0,0.76126
4,241.29797500371933,39319.0,0.78638
5,221.25387611985207,40201.0,0.80402
6,206.42840594053268,40885.0,0.8177
7,193.70413155853748,41514.0,0.83028
8,181.76063337922096,42039.0,0.84078
9,176.00075493752956,42312.0,0.84624
10,167.560558706522,42611.0,0.85222
11,159.6428131312132,42855.0,0.8571
12,155.21407316625118,43159.0,0.86318
13,149.2102541923523,43414.0,0.86828
14,143.2636727541685,43643.0,0.87286
15,139.992460668087,43813.0,0.87626
16,136.58410762250423,44023.0,0.88046
17,134.19433856010437,44027.0,0.88054
18,129.62430757284164,44290.0,0.8858
19,123.82112793624401,44559.0,0.89118
20,125.35641084611416,44485.0,0.8897
21,123.80106845498085,44540.0,0.8908
22,119.79910948872566,44690.0,0.8938
23,119.19426646828651,44712.0,0.89424
24,113.00912554562092,45029.0,0.90058
25,113.29646296054125,45040.0,0.9008
26,110.06774041056633,45171.0,0.90342
27,109.19588296115398,45161.0,0.90322
28,105.43105720728636,45359.0,0.90718
29,104.93994496762753,45383.0,0.90766
30,104.1352082490921,45424.0,0.90848
31,102.21511527895927,45478.0,0.90956
32,99.8069522306323,45609.0,0.91218
33,98.8701424524188,45613.0,0.91226
34,96.69182135164738,45720.0,0.9144
35,94.51190580427647,45842.0,0.91684
36,92.94719625264406,45916.0,0.91832
37,92.23500051349401,45976.0,0.91952
38,90.5057945176959,46001.0,0.92002
39,88.4031545817852,46098.0,0.92196
40,86.77582440525293,46113.0,0.92226
41,86.21924191713333,46192.0,0.92384
42,83.21708923578262,46315.0,0.9263
43,81.99380393326283,46367.0,0.92734
44,79.50011608749628,46443.0,0.92886
45,79.7279487773776,46504.0,0.93008
46,79.60082297772169,46482.0,0.92964
47,76.93212041258812,46522.0,0.93044
48,75.18836516141891,46767.0,0.93534
49,74.37970068305731,46745.0,0.9349
50,74.22475200891495,46683.0,0.93366
51,70.80544298887253,46865.0,0.9373
52,69.77498541772366,46947.0,0.93894
53,67.99353113025427,46973.0,0.93946
54,68.78940564021468,47003.0,0.94006
55,65.11464373022318,47118.0,0.94236
56,64.31398241221905,47167.0,0.94334
57,62.22942445427179,47190.0,0.9438
58,62.180495120584965,47186.0,0.94372
59,60.27801324799657,47340.0,0.9468
60,59.21793484687805,47345.0,0.9469
61,56.94095615297556,47461.0,0.94922
62,54.89339756220579,47566.0,0.95132
63,54.29114484041929,47605.0,0.9521
64,54.81007169187069,47589.0,0.95178
65,52.41154224425554,47665.0,0.9533
66,50.92867661267519,47797.0,0.95594
67,51.48733635246754,47747.0,0.95494
68,48.637915164232254,47849.0,0.95698
69,46.54197531938553,47950.0,0.959
70,47.023363042622805,47944.0,0.95888
71,45.4002969302237,47984.0,0.95968
72,45.91521580144763,47943.0,0.95886
73,42.73076442070305,48128.0,0.96256
74,41.90177773870528,48166.0,0.96332
75,39.625139022246,48251.0,0.96502
76,39.12241763435304,48261.0,0.96522
77,37.9910181555897,48341.0,0.96682
78,36.79387365654111,48394.0,0.96788
79,36.65983780659735,48389.0,0.96778
80,35.47925885953009,48429.0,0.96858
81,32.71250141039491,48593.0,0.97186
82,35.14267831109464,48404.0,0.96808
