,Loss,Correct,Accuracy
83,31.002286477014422,48697.0,0.97394
84,33.10588116571307,48595.0,0.9719
85,29.33536819368601,48728.0,0.97456
86,30.473655626177788,48633.0,0.97266
87,29.15299965068698,48707.0,0.97414
88,26.89461411256343,48845.0,0.9769
89,27.886734866537154,48797.0,0.97594
90,28.573010212741792,48766.0,0.97532
91,25.316535472869873,48896.0,0.97792
92,25.49495427776128,48911.0,0.97822
93,25.661266526207328,48878.0,0.97756
94,24.36052767559886,48922.0,0.97844
95,22.721262365579605,49033.0,0.98066
96,19.936489207670093,49141.0,0.98282
97,22.054381064139307,49047.0,0.98094
98,21.98570949025452,49044.0,0.98088
99,18.31653589522466,49242.0,0.98484
100,20.6692188186571,49115.0,0.9823
101,19.458823909051716,49161.0,0.98322
102,17.842462320346385,49209.0,0.98418
103,18.62448384426534,49219.0,0.98438
104,17.24886596389115,49298.0,0.98596
105,16.751307864207774,49274.0,0.98548
106,17.259972378611565,49265.0,0.9853
107,16.657363016158342,49280.0,0.9856
108,15.293692027917132,49378.0,0.98756
109,13.718737822258845,49413.0,0.98826
110,11.550239408854395,49542.0,0.99084
111,14.060211835661903,49413.0,0.98826
112,12.889563669450581,49486.0,0.98972
113,13.09299680008553,49473.0,0.98946
114,12.94413972669281,49452.0,0.98904
115,11.082899912958965,49551.0,0.99102
116,12.710632930509746,49470.0,0.9894
117,11.578214979963377,49533.0,0.99066
118,10.35266800550744,49578.0,0.99156
119,10.15682721696794,49612.0,0.99224
120,10.097184399608523,49595.0,0.9919
121,8.944527182728052,49631.0,0.99262
122,9.548290217993781,49621.0,0.99242
123,9.117110396036878,49636.0,0.99272
124,8.85857376002241,49629.0,0.99258
125,8.23837484116666,49668.0,0.99336
126,8.304627591045573,49646.0,0.99292
127,7.047874809824862,49729.0,0.99458
128,7.368354478152469,49723.0,0.99446
129,7.442516253562644,49708.0,0.99416
130,6.5168585404753685,49738.0,0.99476
131,7.093979115365073,49734.0,0.99468
132,6.189790499280207,49754.0,0.99508
133,5.564063931349665,49793.0,0.99586
134,5.658790469169617,49781.0,0.99562
135,5.881268041091971,49778.0,0.99556
136,5.516165025765076,49780.0,0.9956
137,6.067693444783799,49755.0,0.9951
138,5.062248988659121,49807.0,0.99614
139,4.298072017147206,49845.0,0.9969
140,3.974409769754857,49857.0,0.99714
141,4.103761527570896,49848.0,0.99696
142,3.637516136164777,49871.0,0.99742
143,3.780658295727335,49868.0,0.99736
144,4.287750601244625,49850.0,0.997
145,3.7237617060309276,49880.0,0.9976
146,3.600342790479772,49869.0,0.99738
147,3.5239232821622863,49873.0,0.99746
148,3.728963204775937,49876.0,0.99752
149,2.8516637732973322,49900.0,0.998
150,2.8912983358022757,49908.0,0.99816
151,2.5776328865322284,49918.0,0.99836
152,2.7525661370600574,49910.0,0.9982
153,2.623623051389586,49924.0,0.99848
154,2.3439868353307247,49929.0,0.99858
155,2.771344075910747,49913.0,0.99826
156,2.2190194876748137,49933.0,0.99866
157,2.502451212494634,49923.0,0.99846
158,1.9360141193610616,49941.0,0.99882
159,1.853209001594223,49945.0,0.9989
160,1.6377377463504672,49957.0,0.99914
161,1.4367402586503886,49967.0,0.99934
162,1.5665600610664114,49962.0,0.99924
163,1.7475190021214075,49947.0,0.99894
164,1.6531543424353004,49955.0,0.9991
165,1.3597790061612613,49974.0,0.99948
166,1.4732999669504352,49962.0,0.99924
167,1.630432876991108,49958.0,0.99916
168,1.464661683072336,49960.0,0.9992
169,1.6091645931592211,49950.0,0.999
170,1.1939326709252782,49976.0,0.99952
171,1.1530468260752968,49973.0,0.99946
172,1.072717915289104,49978.0,0.99956
173,1.1590146995149553,49973.0,0.99946
174,1.1721494830562733,49975.0,0.9995
175,1.1152425882755779,49972.0,0.99944
176,1.0677911633392796,49976.0,0.99952
177,1.0207973824581131,49980.0,0.9996
178,0.9963568351231515,49980.0,0.9996
179,0.9701505874982104,49984.0,0.99968
180,0.8255086399731226,49992.0,0.99984
181,0.8335409454884939,49989.0,0.99978
182,0.9088643148425035,49986.0,0.99972
183,0.7639188051689416,49995.0,0.9999
184,0.848287527449429,49984.0,0.99968
185,0.7596192866330966,49989.0,0.99978
186,0.8710478082648478,49989.0,0.99978
187,1.029554216132965,49978.0,0.99956
188,0.7971289406414144,49990.0,0.9998
189,0.718528424797114,49992.0,0.99984
190,0.7381656945217401,49993.0,0.99986
191,0.8223242511739954,49988.0,0.99976
192,0.7627591120544821,49988.0,0.99976
193,0.6676530875265598,49997.0,0.99994
194,0.7277571533340961,49991.0,0.99982
195,0.6851917507010512,49993.0,0.99986
196,0.6506313317804597,49995.0,0.9999
197,0.7752156261121854,49992.0,0.99984
198,0.7969572636066005,49990.0,0.9998
199,0.7852981186588295,49990.0,0.9998
