,Loss,Correct,Accuracy
166,1.810765547270421,49951.0,0.99902
167,1.7664768969989382,49956.0,0.99912
168,1.7701458019437268,49957.0,0.99914
169,1.4751415353966877,49968.0,0.99936
170,1.4329981004120782,49969.0,0.99938
171,1.7634023773716763,49954.0,0.99908
172,1.338145486661233,49975.0,0.9995
173,1.243109280942008,49977.0,0.99954
174,1.2103149084141478,49977.0,0.99954
175,1.3109818367520347,49976.0,0.99952
176,1.3156846613856032,49969.0,0.99938
177,1.3062322832993232,49971.0,0.99942
178,1.3268282490898855,49972.0,0.99944
179,1.3158348758588545,49971.0,0.99942
180,1.2241212374065071,49984.0,0.99968
181,1.0641372596146539,49987.0,0.99974
182,1.0116174137219787,49985.0,0.9997
183,0.8926554912468418,49992.0,0.99984
184,0.9060338004492223,49985.0,0.9997
185,0.96627260587411,49986.0,0.99972
186,1.0198844900005497,49979.0,0.99958
187,0.9695873567834496,49984.0,0.99968
188,1.0158783943625167,49983.0,0.99966
189,0.8912625797092915,49983.0,0.99966
190,0.9520974286133423,49989.0,0.99978
191,0.7693200337816961,49993.0,0.99986
192,0.8301166108576581,49993.0,0.99986
193,0.8628716407110915,49988.0,0.99976
194,0.8560261465609074,49988.0,0.99976
195,0.7486289809457958,49993.0,0.99986
196,0.7369410375249572,49996.0,0.99992
197,0.7949123235885054,49990.0,0.9998
198,0.7923525487422012,49990.0,0.9998
199,0.7527601118199527,49994.0,0.99988
