,Loss,Correct,Accuracy
0,627.620866715908,20801.0,0.41602
1,416.17762964963913,31124.0,0.62248
2,332.00779443979263,35069.0,0.70138
3,279.6509880423546,37530.0,0.7506
4,252.8842000067234,38829.0,0.77658
5,230.73066356778145,39761.0,0.79522
6,212.69945999979973,40581.0,0.81162
7,203.34978756308556,41095.0,0.8219
8,189.14775943756104,41634.0,0.83268
9,180.72913458943367,42024.0,0.84048
10,173.82473826408386,42304.0,0.84608
11,167.41433064639568,42571.0,0.85142
12,161.9791680574417,42836.0,0.85672
13,155.22714729607105,43195.0,0.8639
14,153.91705475747585,43160.0,0.8632
15,147.99032567441463,43431.0,0.86862
16,145.05076053738594,43640.0,0.8728
17,139.86751295626163,43794.0,0.87588
18,137.73080438375473,43908.0,0.87816
19,136.7030450105667,43926.0,0.87852
20,130.74097800254822,44232.0,0.88464
21,126.98578961193562,44367.0,0.88734
22,126.67649808526039,44391.0,0.88782
23,123.60615541040897,44617.0,0.89234
24,121.30965334177017,44652.0,0.89304
25,118.82891310751438,44782.0,0.89564
26,118.43908068537712,44771.0,0.89542
27,115.6217924207449,44855.0,0.8971
28,115.20647871494293,44959.0,0.89918
29,112.10588948428631,45097.0,0.90194
30,110.80753342062235,45109.0,0.90218
31,107.73759128153324,45235.0,0.9047
32,110.583432123065,45054.0,0.90108
33,106.44514280557632,45334.0,0.90668
34,102.33192480355501,45501.0,0.91002
35,102.78420142829418,45447.0,0.90894
36,99.02836069464684,45571.0,0.91142
37,98.94430316984653,45673.0,0.91346
38,95.2649697959423,45807.0,0.91614
39,95.97994562983513,45762.0,0.91524
40,95.18897859752178,45735.0,0.9147
41,90.85259825736284,46038.0,0.92076
42,92.68872261047363,45860.0,0.9172
43,89.47986683994532,46084.0,0.92168
44,89.01453363150358,46052.0,0.92104
45,86.536018230021,46246.0,0.92492
46,86.13588686287403,46224.0,0.92448
47,86.23632995039225,46133.0,0.92266
48,83.1022628992796,46298.0,0.92596
49,82.53332056850195,46349.0,0.92698
50,79.30670314282179,46491.0,0.92982
51,79.46013457328081,46443.0,0.92886
52,75.79271283745766,46671.0,0.93342
53,75.97976614534855,46604.0,0.93208
54,75.20393477380276,46654.0,0.93308
55,71.75818286836147,46867.0,0.93734
56,71.57161340862513,46826.0,0.93652
57,68.87104972824454,46946.0,0.93892
58,69.42072585970163,46914.0,0.93828
59,66.11121034622192,47043.0,0.94086
60,66.5670174676925,47045.0,0.9409
61,65.52998768910766,47056.0,0.94112
62,63.973456256091595,47224.0,0.94448
63,61.07309216633439,47297.0,0.94594
64,59.210282403975725,47344.0,0.94688
65,58.24862960353494,47424.0,0.94848
66,57.90828699991107,47454.0,0.94908
67,55.894498117268085,47512.0,0.95024
68,54.985448867082596,47553.0,0.95106
69,54.209358274936676,47560.0,0.9512
70,52.95737628266215,47638.0,0.95276
71,50.90011179819703,47727.0,0.95454
72,50.291913993656635,47756.0,0.95512
73,47.702547173947096,47886.0,0.95772
74,47.60693424195051,47863.0,0.95726
75,46.478631284087896,47998.0,0.95996
76,45.84598401747644,47997.0,0.95994
77,43.94564984738827,48061.0,0.96122
78,43.08327221311629,48098.0,0.96196
79,41.814014598727226,48145.0,0.9629
80,38.14774937927723,48349.0,0.96698
81,39.17319672740996,48282.0,0.96564
82,38.1247568577528,48306.0,0.96612
83,37.46133936941624,48323.0,0.96646
84,36.64790947176516,48373.0,0.96746
85,36.1194181330502,48399.0,0.96798
86,34.945614725351334,48458.0,0.96916
87,33.74198120832443,48505.0,0.9701
88,32.45998269692063,48532.0,0.97064
89,32.399176470935345,48583.0,0.97166
90,30.69500483199954,48695.0,0.9739
91,29.19972962141037,48718.0,0.97436
92,30.44742238521576,48632.0,0.97264
93,28.71056595724076,48771.0,0.97542
94,28.009523143991828,48800.0,0.976
95,26.66905281599611,48892.0,0.97784
96,24.8527643783018,48940.0,0.9788
97,25.2298038424924,48907.0,0.97814
98,23.512550928629935,48982.0,0.97964
99,24.63135683350265,48925.0,0.9785
100,25.058747550472617,48942.0,0.97884
101,22.257623500190675,49033.0,0.98066
102,21.927601258270442,49066.0,0.98132
103,20.504225009121,49125.0,0.9825
104,21.06445701420307,49107.0,0.98214
105,18.738802902400494,49248.0,0.98496
106,17.822874217294157,49246.0,0.98492
107,16.8372502354905,49296.0,0.98592
108,15.930998807307333,49351.0,0.98702
109,18.93176661292091,49194.0,0.98388
110,15.420172099489719,49384.0,0.98768
111,15.266626607626677,49393.0,0.98786
112,17.046258257701993,49276.0,0.98552
113,15.597908664261922,49341.0,0.98682
114,15.108222842216492,49388.0,0.98776
115,12.907212229445577,49503.0,0.99006
116,13.469579079188406,49463.0,0.98926
117,12.154670681338757,49516.0,0.99032
118,12.928942642174661,49477.0,0.98954
119,10.579739416949451,49584.0,0.99168
120,10.849107190733775,49584.0,0.99168
121,11.06139391218312,49543.0,0.99086
122,10.644925547065213,49577.0,0.99154
123,11.630579179618508,49528.0,0.99056
124,9.484535404248163,49628.0,0.99256
125,9.970934327691793,49600.0,0.992
126,8.920113043161109,49647.0,0.99294
127,10.240850599482656,49598.0,0.99196
128,7.256477420218289,49730.0,0.9946
129,7.119246724527329,49741.0,0.99482
130,7.896729021798819,49681.0,0.99362
131,7.706613909918815,49696.0,0.99392
132,6.227819231338799,49775.0,0.9955
133,7.450771133997478,49704.0,0.99408
134,7.620732063194737,49704.0,0.99408
135,6.271117160329595,49790.0,0.9958
136,5.609962751273997,49804.0,0.99608
137,5.616240186616778,49811.0,0.99622
138,5.395864984719083,49809.0,0.99618
139,5.839699333067983,49790.0,0.9958
140,4.737895825877786,49833.0,0.99666
141,5.135585440439172,49794.0,0.99588
142,4.357045384589583,49856.0,0.99712
143,4.81032484723255,49834.0,0.99668
144,4.73255182930734,49824.0,0.99648
145,5.218282989226282,49806.0,0.99612
146,4.051783082482871,49867.0,0.99734
147,3.6471221486572176,49887.0,0.99774
148,3.5004840485053137,49888.0,0.99776
149,3.4359476120444015,49883.0,0.99766
150,2.938950552023016,49902.0,0.99804
151,3.138488704804331,49909.0,0.99818
152,2.9631202765740454,49915.0,0.9983
153,2.9117129404912703,49906.0,0.99812
154,2.6121418843977153,49918.0,0.99836
155,2.4734586155973375,49922.0,0.99844
156,2.395299897878431,49935.0,0.9987
157,2.6893171048141085,49918.0,0.99836
158,2.6456294608069584,49923.0,0.99846
159,2.6767994005349465,49921.0,0.99842
160,2.140314507239964,49941.0,0.99882
161,1.9066735018859617,49952.0,0.99904
162,2.35797028261004,49925.0,0.9985
163,1.9945543525391258,49945.0,0.9989
164,2.0379241279442795,49943.0,0.99886
165,1.8592708495561965,49952.0,0.99904
